drug_a (generic),drug_b (generic),severity,mechanism,clinical_action,source_note,source_url
sotalol,erythromycin,major,Additive QT prolongation and electrolyte-sensitive repolarization delay increase torsades de pointes risk.,"Avoid if possible; if unavoidable, correct electrolytes and obtain ECG monitoring in high-risk patients.",BNF Interactions A-Z: QT-prolonging drug interactions; Beers 2023 CNS/cardiac adverse-effect principles in older adults.,https://bnf.nice.org.uk/interactions/sotalol/
sotalol,ciprofloxacin,major,Additive QT prolongation and electrolyte-sensitive repolarization delay increase torsades de pointes risk.,"Avoid if possible; if unavoidable, correct electrolytes and obtain ECG monitoring in high-risk patients.",BNF Interactions A-Z: QT-prolonging drug interactions; Beers 2023 CNS/cardiac adverse-effect principles in older adults.,https://bnf.nice.org.uk/interactions/sotalol/
sotalol,levofloxacin,major,Additive QT prolongation and electrolyte-sensitive repolarization delay increase torsades de pointes risk.,"Avoid if possible; if unavoidable, correct electrolytes and obtain ECG monitoring in high-risk patients.",BNF Interactions A-Z: QT-prolonging drug interactions; Beers 2023 CNS/cardiac adverse-effect principles in older adults.,https://bnf.nice.org.uk/interactions/sotalol/
haloperidol,azithromycin,major,Additive QT prolongation and electrolyte-sensitive repolarization delay increase torsades de pointes risk.,"Avoid if possible; if unavoidable, correct electrolytes and obtain ECG monitoring in high-risk patients.",BNF Interactions A-Z: QT-prolonging drug interactions; Beers 2023 CNS/cardiac adverse-effect principles in older adults.,https://bnf.nice.org.uk/interactions/haloperidol/
haloperidol,clarithromycin,major,Additive QT prolongation and electrolyte-sensitive repolarization delay increase torsades de pointes risk.,"Avoid if possible; if unavoidable, correct electrolytes and obtain ECG monitoring in high-risk patients.",BNF Interactions A-Z: QT-prolonging drug interactions; Beers 2023 CNS/cardiac adverse-effect principles in older adults.,https://bnf.nice.org.uk/interactions/haloperidol/
haloperidol,erythromycin,major,Additive QT prolongation and electrolyte-sensitive repolarization delay increase torsades de pointes risk.,"Avoid if possible; if unavoidable, correct electrolytes and obtain ECG monitoring in high-risk patients.",BNF Interactions A-Z: QT-prolonging drug interactions; Beers 2023 CNS/cardiac adverse-effect principles in older adults.,https://bnf.nice.org.uk/interactions/haloperidol/
haloperidol,ciprofloxacin,major,Additive QT prolongation and electrolyte-sensitive repolarization delay increase torsades de pointes risk.,"Avoid if possible; if unavoidable, correct electrolytes and obtain ECG monitoring in high-risk patients.",BNF Interactions A-Z: QT-prolonging drug interactions; Beers 2023 CNS/cardiac adverse-effect principles in older adults.,https://bnf.nice.org.uk/interactions/haloperidol/
haloperidol,levofloxacin,major,Additive QT prolongation and electrolyte-sensitive repolarization delay increase torsades de pointes risk.,"Avoid if possible; if unavoidable, correct electrolytes and obtain ECG monitoring in high-risk patients.",BNF Interactions A-Z: QT-prolonging drug interactions; Beers 2023 CNS/cardiac adverse-effect principles in older adults.,https://bnf.nice.org.uk/interactions/haloperidol/
quetiapine,azithromycin,major,Additive QT prolongation and electrolyte-sensitive repolarization delay increase torsades de pointes risk.,"Avoid if possible; if unavoidable, correct electrolytes and obtain ECG monitoring in high-risk patients.",BNF Interactions A-Z: QT-prolonging drug interactions; Beers 2023 CNS/cardiac adverse-effect principles in older adults.,https://bnf.nice.org.uk/interactions/quetiapine/
quetiapine,clarithromycin,major,Additive QT prolongation and electrolyte-sensitive repolarization delay increase torsades de pointes risk.,"Avoid if possible; if unavoidable, correct electrolytes and obtain ECG monitoring in high-risk patients.",BNF Interactions A-Z: QT-prolonging drug interactions; Beers 2023 CNS/cardiac adverse-effect principles in older adults.,https://bnf.nice.org.uk/interactions/quetiapine/
quetiapine,erythromycin,major,Additive QT prolongation and electrolyte-sensitive repolarization delay increase torsades de pointes risk.,"Avoid if possible; if unavoidable, correct electrolytes and obtain ECG monitoring in high-risk patients.",BNF Interactions A-Z: QT-prolonging drug interactions; Beers 2023 CNS/cardiac adverse-effect principles in older adults.,https://bnf.nice.org.uk/interactions/quetiapine/
quetiapine,ciprofloxacin,major,Additive QT prolongation and electrolyte-sensitive repolarization delay increase torsades de pointes risk.,"Avoid if possible; if unavoidable, correct electrolytes and obtain ECG monitoring in high-risk patients.",BNF Interactions A-Z: QT-prolonging drug interactions; Beers 2023 CNS/cardiac adverse-effect principles in older adults.,https://bnf.nice.org.uk/interactions/quetiapine/
quetiapine,levofloxacin,major,Additive QT prolongation and electrolyte-sensitive repolarization delay increase torsades de pointes risk.,"Avoid if possible; if unavoidable, correct electrolytes and obtain ECG monitoring in high-risk patients.",BNF Interactions A-Z: QT-prolonging drug interactions; Beers 2023 CNS/cardiac adverse-effect principles in older adults.,https://bnf.nice.org.uk/interactions/quetiapine/
escitalopram,azithromycin,major,Additive QT prolongation and electrolyte-sensitive repolarization delay increase torsades de pointes risk.,"Avoid if possible; if unavoidable, correct electrolytes and obtain ECG monitoring in high-risk patients.",BNF Interactions A-Z: QT-prolonging drug interactions; Beers 2023 CNS/cardiac adverse-effect principles in older adults.,https://bnf.nice.org.uk/interactions/escitalopram/
escitalopram,clarithromycin,major,Additive QT prolongation and electrolyte-sensitive repolarization delay increase torsades de pointes risk.,"Avoid if possible; if unavoidable, correct electrolytes and obtain ECG monitoring in high-risk patients.",BNF Interactions A-Z: QT-prolonging drug interactions; Beers 2023 CNS/cardiac adverse-effect principles in older adults.,https://bnf.nice.org.uk/interactions/escitalopram/
escitalopram,erythromycin,major,Additive QT prolongation and electrolyte-sensitive repolarization delay increase torsades de pointes risk.,"Avoid if possible; if unavoidable, correct electrolytes and obtain ECG monitoring in high-risk patients.",BNF Interactions A-Z: QT-prolonging drug interactions; Beers 2023 CNS/cardiac adverse-effect principles in older adults.,https://bnf.nice.org.uk/interactions/escitalopram/
escitalopram,ciprofloxacin,major,Additive QT prolongation and electrolyte-sensitive repolarization delay increase torsades de pointes risk.,"Avoid if possible; if unavoidable, correct electrolytes and obtain ECG monitoring in high-risk patients.",BNF Interactions A-Z: QT-prolonging drug interactions; Beers 2023 CNS/cardiac adverse-effect principles in older adults.,https://bnf.nice.org.uk/interactions/escitalopram/
escitalopram,levofloxacin,major,Additive QT prolongation and electrolyte-sensitive repolarization delay increase torsades de pointes risk.,"Avoid if possible; if unavoidable, correct electrolytes and obtain ECG monitoring in high-risk patients.",BNF Interactions A-Z: QT-prolonging drug interactions; Beers 2023 CNS/cardiac adverse-effect principles in older adults.,https://bnf.nice.org.uk/interactions/escitalopram/
tramadol,diazepam,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/tramadol/
tramadol,alprazolam,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/tramadol/
tramadol,clonazepam,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/tramadol/
tramadol,lorazepam,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/tramadol/
tramadol,gabapentin,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/tramadol/
tramadol,pregabalin,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/tramadol/
codeine,diazepam,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/codeine/
codeine,alprazolam,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/codeine/
codeine,clonazepam,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/codeine/
codeine,lorazepam,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/codeine/
codeine,gabapentin,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/codeine/
codeine,pregabalin,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/codeine/
morphine,diazepam,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/morphine/
morphine,alprazolam,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/morphine/
morphine,clonazepam,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/morphine/
morphine,lorazepam,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/morphine/
morphine,gabapentin,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/morphine/
morphine,pregabalin,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/morphine/
oxycodone,diazepam,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/oxycodone/
oxycodone,alprazolam,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/oxycodone/
oxycodone,clonazepam,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/oxycodone/
oxycodone,lorazepam,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/oxycodone/
oxycodone,gabapentin,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/oxycodone/
oxycodone,pregabalin,major,"Additive central nervous system depression can cause oversedation, falls, respiratory depression, coma, or death.","Avoid routine co-prescribing; use the lowest effective dose only with explicit indication, counselling, and monitoring.",BNF Interactions A-Z: opioid sedative interactions; Beers 2023 Table 5 opioid-benzodiazepine and opioid-gabapentinoid warnings.,https://bnf.nice.org.uk/interactions/oxycodone/
tramadol,sertraline,major,"Serotonergic activity is additive and can precipitate serotonin syndrome with autonomic instability, neuromuscular findings, and confusion.",Avoid the combination or use specialist-supervised washout and monitoring if no alternative exists.,BNF Interactions A-Z: serotonergic antidepressant interactions; Beers 2023 Table 5 CNS-active drug caution.,https://bnf.nice.org.uk/interactions/tramadol/
tramadol,fluoxetine,major,"Serotonergic activity is additive and can precipitate serotonin syndrome with autonomic instability, neuromuscular findings, and confusion.",Avoid the combination or use specialist-supervised washout and monitoring if no alternative exists.,BNF Interactions A-Z: serotonergic antidepressant interactions; Beers 2023 Table 5 CNS-active drug caution.,https://bnf.nice.org.uk/interactions/tramadol/
tramadol,escitalopram,major,"Serotonergic activity is additive and can precipitate serotonin syndrome with autonomic instability, neuromuscular findings, and confusion.",Avoid the combination or use specialist-supervised washout and monitoring if no alternative exists.,BNF Interactions A-Z: serotonergic antidepressant interactions; Beers 2023 Table 5 CNS-active drug caution.,https://bnf.nice.org.uk/interactions/tramadol/
tramadol,duloxetine,major,"Serotonergic activity is additive and can precipitate serotonin syndrome with autonomic instability, neuromuscular findings, and confusion.",Avoid the combination or use specialist-supervised washout and monitoring if no alternative exists.,BNF Interactions A-Z: serotonergic antidepressant interactions; Beers 2023 Table 5 CNS-active drug caution.,https://bnf.nice.org.uk/interactions/tramadol/
linezolid,sertraline,contraindicated,"Serotonergic activity is additive and can precipitate serotonin syndrome with autonomic instability, neuromuscular findings, and confusion.",Avoid the combination or use specialist-supervised washout and monitoring if no alternative exists.,BNF Interactions A-Z: serotonergic antidepressant interactions; Beers 2023 Table 5 CNS-active drug caution.,https://bnf.nice.org.uk/interactions/linezolid/
linezolid,fluoxetine,contraindicated,"Serotonergic activity is additive and can precipitate serotonin syndrome with autonomic instability, neuromuscular findings, and confusion.",Avoid the combination or use specialist-supervised washout and monitoring if no alternative exists.,BNF Interactions A-Z: serotonergic antidepressant interactions; Beers 2023 Table 5 CNS-active drug caution.,https://bnf.nice.org.uk/interactions/linezolid/
linezolid,escitalopram,contraindicated,"Serotonergic activity is additive and can precipitate serotonin syndrome with autonomic instability, neuromuscular findings, and confusion.",Avoid the combination or use specialist-supervised washout and monitoring if no alternative exists.,BNF Interactions A-Z: serotonergic antidepressant interactions; Beers 2023 Table 5 CNS-active drug caution.,https://bnf.nice.org.uk/interactions/linezolid/
linezolid,duloxetine,contraindicated,"Serotonergic activity is additive and can precipitate serotonin syndrome with autonomic instability, neuromuscular findings, and confusion.",Avoid the combination or use specialist-supervised washout and monitoring if no alternative exists.,BNF Interactions A-Z: serotonergic antidepressant interactions; Beers 2023 Table 5 CNS-active drug caution.,https://bnf.nice.org.uk/interactions/linezolid/
methylene blue,sertraline,contraindicated,"Serotonergic activity is additive and can precipitate serotonin syndrome with autonomic instability, neuromuscular findings, and confusion.",Avoid the combination or use specialist-supervised washout and monitoring if no alternative exists.,BNF Interactions A-Z: serotonergic antidepressant interactions; Beers 2023 Table 5 CNS-active drug caution.,https://bnf.nice.org.uk/interactions/methylene-blue/
methylene blue,fluoxetine,contraindicated,"Serotonergic activity is additive and can precipitate serotonin syndrome with autonomic instability, neuromuscular findings, and confusion.",Avoid the combination or use specialist-supervised washout and monitoring if no alternative exists.,BNF Interactions A-Z: serotonergic antidepressant interactions; Beers 2023 Table 5 CNS-active drug caution.,https://bnf.nice.org.uk/interactions/methylene-blue/
methylene blue,escitalopram,contraindicated,"Serotonergic activity is additive and can precipitate serotonin syndrome with autonomic instability, neuromuscular findings, and confusion.",Avoid the combination or use specialist-supervised washout and monitoring if no alternative exists.,BNF Interactions A-Z: serotonergic antidepressant interactions; Beers 2023 Table 5 CNS-active drug caution.,https://bnf.nice.org.uk/interactions/methylene-blue/
methylene blue,duloxetine,contraindicated,"Serotonergic activity is additive and can precipitate serotonin syndrome with autonomic instability, neuromuscular findings, and confusion.",Avoid the combination or use specialist-supervised washout and monitoring if no alternative exists.,BNF Interactions A-Z: serotonergic antidepressant interactions; Beers 2023 Table 5 CNS-active drug caution.,https://bnf.nice.org.uk/interactions/methylene-blue/
selegiline,sertraline,contraindicated,"Serotonergic activity is additive and can precipitate serotonin syndrome with autonomic instability, neuromuscular findings, and confusion.",Avoid the combination or use specialist-supervised washout and monitoring if no alternative exists.,BNF Interactions A-Z: serotonergic antidepressant interactions; Beers 2023 Table 5 CNS-active drug caution.,https://bnf.nice.org.uk/interactions/selegiline/
selegiline,fluoxetine,contraindicated,"Serotonergic activity is additive and can precipitate serotonin syndrome with autonomic instability, neuromuscular findings, and confusion.",Avoid the combination or use specialist-supervised washout and monitoring if no alternative exists.,BNF Interactions A-Z: serotonergic antidepressant interactions; Beers 2023 Table 5 CNS-active drug caution.,https://bnf.nice.org.uk/interactions/selegiline/
selegiline,escitalopram,contraindicated,"Serotonergic activity is additive and can precipitate serotonin syndrome with autonomic instability, neuromuscular findings, and confusion.",Avoid the combination or use specialist-supervised washout and monitoring if no alternative exists.,BNF Interactions A-Z: serotonergic antidepressant interactions; Beers 2023 Table 5 CNS-active drug caution.,https://bnf.nice.org.uk/interactions/selegiline/
selegiline,duloxetine,contraindicated,"Serotonergic activity is additive and can precipitate serotonin syndrome with autonomic instability, neuromuscular findings, and confusion.",Avoid the combination or use specialist-supervised washout and monitoring if no alternative exists.,BNF Interactions A-Z: serotonergic antidepressant interactions; Beers 2023 Table 5 CNS-active drug caution.,https://bnf.nice.org.uk/interactions/selegiline/
